"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Proud Boys","New York","New York","Proud Boys","General Hate ","","","2023"
"Proud Boys","Rockville Centre","New York","Proud Boys","General Hate ","","","2023"
"Proud Boys","Staten Island","New York","Proud Boys","General Hate ","","","2023"
"Proud Boys","Troy","New York","Proud Boys","General Hate ","","","2023"
"The United Sabaeans Worldwide","Brooklyn","New York","","General Hate ","","","2023"
"Masharah Yasharahla - Government of Israel","Raleigh","North Carolina","","General Hate ","","","2023"
"Proud Boys","Charlotte","North Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","Fayetteville","North Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","Raleigh","North Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","Wilmington","North Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","Winston-Salem","North Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","","North Dakota","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","Akron","Ohio","Proud Boys","General Hate ","","","2023"
"Proud Boys","Cleveland","Ohio","Proud Boys","General Hate ","","","2023"
"Proud Boys","Columbus","Ohio","Proud Boys","General Hate ","","","2023"
"Proud Boys","Toledo","Ohio","Proud Boys","General Hate ","","","2023"
"Proud Boys","Zanesville","Ohio","Proud Boys","General Hate ","","","2023"
"Proud Boys","","Oklahoma","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","Eugene","Oregon","Proud Boys","General Hate ","","","2023"
"Proud Boys","Portland","Oregon","Proud Boys","General Hate ","","","2023"
"Proud Boys","Salem","Oregon","Proud Boys","General Hate ","","","2023"
"Rense Radio Network","Ashland","Oregon","","General Hate ","","","2023"
"Proud Boys","","Pennsylvania","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","Charleston","South Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","Rock Hill","South Carolina","Proud Boys","General Hate ","","","2023"
"Proud Boys","","South Dakota","Proud Boys","General Hate ","","Yes","2023"
"Dixie Giftshop","","Tennessee","","General Hate ","","Yes","2023"
"Proud Boys","Knoxville","Tennessee","Proud Boys","General Hate ","","","2023"
"Proud Boys","Memphis","Tennessee","Proud Boys","General Hate ","","","2023"
"Proud Boys","Nashville","Tennessee","Proud Boys","General Hate ","","","2023"
"American Nationalist Initiative","","Texas","","General Hate ","","Yes","2023"
"Mountains of Israel","Houston","Texas","","General Hate ","","","2023"
"New Black Panther Party","Houston","Texas","New Black Panther Party","General Hate ","","","2023"
"New Black Panther Party for Self Defense","Dallas","Texas","","General Hate ","","","2023"
"OneBody in Yahawashi","Dallas","Texas","","General Hate ","","","2023"
"Power of Prophecy","Spicewood","Texas","","General Hate ","","","2023"
"Protect Texas Kids","Denison","Texas","","General Hate ","","","2023"
"Proud Boys","Houston","Texas","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","San Antonio","Texas","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","","Utah","Proud Boys","General Hate ","Yes","Yes","2023"
"Christian Action Network","Forest","Virginia","","General Hate ","Yes","","2023"
"Israelites Saints of Christ","Richmond","Virginia","","General Hate ","Yes","","2023"
"Proud Boys","Olympia","Washington","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Seattle","Washington","Proud Boys","General Hate ","","","2023"
"Proud Boys","Spokane","Washington","Proud Boys","General Hate ","Yes","","2023"
"Brotherhood of Light Recordings","","California","","Hate Music ","Yes","Yes","2023"
"Hate Crime Streetwear Productions","Anaheim","California","","Hate Music ","Yes","","2023"
"Vinlandic Werwolf Distribution","Sherman Oaks","California","","Hate Music ","Yes","","2023"
"White Power Hour","","Illinois","","Hate Music ","","Yes","2023"
"Tinnitus Records","Boston","Massachusetts","","Hate Music ","Yes","","2023"
"MSR Productions","","Nebraska","","Hate Music ","Yes","Yes","2023"
"United Riot Records","New York","New York","","Hate Music ","","","2023"
"H8 Propagand Art","","Ohio","","Hate Music ","Yes","Yes","2023"
"DNVF Records","Shawnee on Delaware","Pennsylvania","","Hate Music ","Yes","","2023"
"ISD Records/NS88 Video","Denison","Texas","","Hate Music ","Yes","","2023"
"Winter Solace Productions","Wausau","Wisconsin","","Hate Music ","Yes","","2023"
"Church of the Keystone Knights of the Ku Klux Klan","Ragland","Alabama","","Ku Klux Klan ","","","2023"
"Knights Party","Harrison","Arkansas","","Ku Klux Klan ","Yes","","2023"
"Ku Klos Knights of the Ku Klux Klan","Nashville","Illinois","","Ku Klux Klan ","","","2023"
"Silent Knights of the Ku Klux Klan","Auburn","Indiana","","Ku Klux Klan ","","","2023"
"Trinity White Knights of the Ku Klux Klan","Dry Ridge","Kentucky","","Ku Klux Klan ","","","2023"
"Loyal White Knights","Pelham","North Carolina","","Ku Klux Klan ","","","2023"
"East Coast Knights of the True Invisible Empire","","Pennsylvania","","Ku Klux Klan ","Yes","Yes","2023"
"Old Glory Knights of the Ku Klux Klan","Santa Fe","Tennessee","","Ku Klux Klan ","","","2023"
"United Klan Nation","","Tennessee","","Ku Klux Klan ","","Yes","2023"
"Loyal White Knights of the Ku Klux Klan","","Virginia","","Ku Klux Klan ","Yes","Yes","2023"
"Incels (online forum)","Huntsville","Alabama","","Male Supremacy ","Yes","","2023"
"End Abortion Now","Chandler","Arizona","","Male Supremacy ","Yes","","2023"
"National Coalition for Men","San Diego","California","","Male Supremacy ","Yes","","2023"
"NCFM Chicago","Chicago","Illinois","","Male Supremacy ","Yes","","2023"
"NCFM Twin Cities","Eagan","Minnesota","","Male Supremacy ","Yes","","2023"
"Abolitionists Rising","Norman","Oklahoma","","Male Supremacy ","","","2023"
"Foundation to Abolish Abortion","Liberty Hill","Texas","","Male Supremacy ","","","2023"
"XY Crew","Roanoke","Virginia","","Male Supremacy ","Yes","","2023"
"Operation Save America","Milwaukee","Wisconsin","","Male Supremacy ","Yes","","2023"
"American Patriots Three Percent","","Alabama","Three Percenters ","Militia Movement","Yes","Yes","2023"
"Arizona Border Recon","Phoenix","Arizona","","Militia Movement","Yes","","2023"
"Arizona State Militia","Sierra Vista","Arizona","","Militia Movement","","","2023"
"Mayhem Solutions Group","Casa Grande","Arizona","","Militia Movement","","","2023"
"Oath Keepers","Chino Valley","Arizona","Oath Keepers","Militia Movement","","","2023"
"Veterans on Patrol","Pima County","Arizona","Veterans on Patrol","Militia Movement","Yes","","2023"
"California State Militia","Central","California","","Militia Movement","Yes","","2023"
"Cottonwood Militia","Cottonwood","California","","Militia Movement","","","2023"
"III% United Patriots","Johnstown","Colorado","","Militia Movement","Yes","","2023"
"American Patriots Three Percent","","Delaware","Three Percenters ","Militia Movement","Yes","Yes","2023"
"American Patriots Three Percent","","Florida","Three Percenters ","Militia Movement","","Yes","2023"
"III% Security Force","","Georgia","","Militia Movement","Yes","Yes","2023"
"The Real Three Percenters Idaho","","Idaho","Three Percenters ","Militia Movement","Yes","Yes","2023"
"Oath Keepers - Indiana","Leo","Indiana","Oath Keepers","Militia Movement","Yes","","2023"
"Genesee County Volunteer Militia","Genesee Twp","Michigan","","Militia Movement","Yes","","2023"
"Michigan Liberty Militia","Barry County","Michigan","","Militia Movement","Yes","","2023"
"Southeast Michigan Volunteer Militia","","Michigan","","Militia Movement","","Yes","2023"
"Missouri Militia","Joplin","Missouri","","Militia Movement","","","2023"
"Missouri Militia","Kansas City","Missouri","","Militia Movement","","","2023"
"New England Minutemen","","New Hampshire","","Militia Movement","Yes","Yes","2023"
"Moms for Liberty - Greene County, NY County","Greene County","New York","","Militia Movement","","","2023"
"New York Militia TM","Broadalbin","New York","","Militia Movement","","","2023"
"New York Militia TM","Schaghticoke","New York","","Militia Movement","","","2023"
"New York Militia TM","Tillson","New York","","Militia Movement","","","2023"
"III% United Patriots","","North Carolina","","Militia Movement","Yes","Yes","2023"
"III% United Patriots","Mt. Olive","North Carolina","","Militia Movement","","","2023"
"III% United Patriots","Region 3","North Carolina","","Militia Movement","Yes","","2023"
"Stokes County Militia","King","North Carolina","","Militia Movement","","","2023"
"Watchmen","Concord","North Carolina","","Militia Movement","","","2023"
"Ohio Defense Force Home Guard","New Lexington","Ohio","","Militia Movement","","","2023"
"Ohio Defense Force Home Guard","Zanesville","Ohio","","Militia Movement","","","2023"
"Ohio Militiamen","","Ohio","","Militia Movement","","Yes","2023"
"Ohio Minutemen Militia","Oak Harbor","Ohio","","Militia Movement","","","2023"
"The Frontiersmen","Ravenna","Ohio","","Militia Movement","","","2023"
"The Last Militia","Butler County","Ohio","","Militia Movement","Yes","","2023"
"American Patriots Three Percent","","Pennsylvania","Three Percenters ","Militia Movement","Yes","Yes","2023"
"First Pennsylvania Mountain Regiment ","","Pennsylvania","","Militia Movement","Yes","Yes","2023"
"Pennsylvania Light Foot Militia","","Pennsylvania","","Militia Movement","","Yes","2023"
"Pennsylvania Oath Keepers","Lake City","Pennsylvania","","Militia Movement","Yes","","2023"
"Appalachian Rangers Association ","Knoxville","Tennessee","","Militia Movement","","","2023"
"Patriots for America","Dallas","Texas","","Militia Movement","Yes","","2023"
"Texas Three Percenters","","Texas","Three Percenters ","Militia Movement","","Yes","2023"
"This is Texas Freedom Force","","Texas","","Militia Movement","Yes","Yes","2023"
"Bedford County Militia","Bedford","Virginia","","Militia Movement","","","2023"
"Oath Keepers","Fredericksburg","Virginia","Oath Keepers","Militia Movement","Yes","","2023"
"Oath Keepers","Zuni","Virginia","Oath Keepers","Militia Movement","Yes","","2023"
"Oath Keepers","Wakefield","Virginia","Oath Keepers","Militia Movement","Yes","","2023"
"Virginia Kekoas ","","Virginia","","Militia Movement","Yes","Yes","2023"
"63rd Battalion 42nd Field Force","Spokane County","Washington","","Militia Movement","Yes","","2023"
"Three Percent of Washington","","Washington","Three Percenters ","Militia Movement","Yes","Yes","2023"
"1st West Virginia Volunteer Mountain Infantry (1stWVVMI) ","","West Virginia","","Militia Movement","Yes","Yes","2023"
"Ohio Valley Minutemen Citizen's Volunteer Militia","Charleston","West Virginia","","Militia Movement","Yes","","2023"
"League of the South","","Alabama","League of the South","Neo-Confederate","Yes","Yes","2023"
"Southern Cultural Center","Weogufka","Alabama","","Neo-Confederate","","","2023"
"League of the South","","Florida","League of the South","Neo-Confederate","Yes","Yes","2023"
"Identity Dixie","","North Carolina","","Neo-Confederate","","Yes","2023"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","Yes","","2023"
"Aryan Nations - Church of the Jesus Christ Christian","","Arizona","Aryan Nations","Neo-Nazi","","Yes","2023"
"National Socialist Movement","Maricopa","Arizona","National Socialist Movement","Neo-Nazi","","","2023"
"National Socialist Resistance Front","","Colorado","","Neo-Nazi","","Yes","2023"
"Third Reich Books","","Connecticut","Nationalist Social Club (NSC-131)","Neo-Nazi","","Yes","2023"
"2119 Blood and Soil Crew","","Florida","","Neo-Nazi","","Yes","2023"
"Aryan Freedom Network","","Florida","","Neo-Nazi","","Yes","2023"
"Blood Tribe","","Florida","","Neo-Nazi","","Yes","2023"
"Dixieland Nationalists","","Florida","","Neo-Nazi","","Yes","2023"
"National Socialist Movement","Kissimmee","Florida","National Socialist Movement","Neo-Nazi","","","2023"
"NatSoc Florida","","Florida","","Neo-Nazi","","Yes","2023"
"Order of the Black Sun","","Florida","","Neo-Nazi","Yes","Yes","2023"
"Vinland Rebels","","Florida","","Neo-Nazi","Yes","Yes","2023"
"Vinland Rebels","","Hawaii","","Neo-Nazi","","Yes","2023"
"Vinland Rebels","","Idaho","","Neo-Nazi","","Yes","2023"
"Aryan Freedom Network","","Indiana","","Neo-Nazi","","Yes","2023"
"National Alliance","","Iowa","National Alliance","Neo-Nazi","","Yes","2023"
"Church of Aryanity/Order of the Western Knights Templar","","Kentucky","","Neo-Nazi","","Yes","2023"
"Blood Tribe","","Maine","","Neo-Nazi","","Yes","2023"
"Nationalist Social Club (NSC-131)","","Maine","Nationalist Social Club (NSC-131)","Neo-Nazi","","Yes","2023"
"Patriotic Socialist Front","","Maryland","","Neo-Nazi","","Yes","2023"
"National Socialist Movement","","Massachusetts","National Socialist Movement","Neo-Nazi","Yes","Yes","2023"
"Nationalist Social Club (NSC-131)","","Massachusetts","Nationalist Social Club (NSC-131)","Neo-Nazi","","Yes","2023"
"American Futurist","","Michigan","","Neo-Nazi","","Yes","2023"
"NS Publications","Wyandotte","Michigan","","Neo-Nazi","Yes","","2023"
"Patriotic Socialist Front","","Michigan","","Neo-Nazi","Yes","Yes","2023"
"Vanguard News Network","Kirksville","Missouri","","Neo-Nazi","","","2023"
"National Socialist Movement","","Montana","National Socialist Movement","Neo-Nazi","Yes","Yes","2023"
"Vinland Rebels","","Montana","","Neo-Nazi","","Yes","2023"
"National Socialist German Workers Party","Lincoln","Nebraska","","Neo-Nazi","","","2023"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","","","2023"
"National Socialist Movement","","Nevada","National Socialist Movement","Neo-Nazi","","Yes","2023"
"American Nazi Party","","New Hampshire","","Neo-Nazi","","Yes","2023"
"Nationalist Social Club (NSC-131)","","New Hampshire","Nationalist Social Club (NSC-131)","Neo-Nazi","","Yes","2023"
"Patriotic Dissent Books","","New Jersey","","Neo-Nazi","","Yes","2023"
"S14/National Socialist Youth Detachment","","New Jersey","","Neo-Nazi","Yes","Yes","2023"
"Empire State Stormers","","New York","","Neo-Nazi","","Yes","2023"
"National Socialist Movement","","New York","National Socialist Movement","Neo-Nazi","","Yes","2023"
"American Futurist","","Ohio","","Neo-Nazi","","Yes","2023"
"Aryan Freedom Network","","Ohio","","Neo-Nazi","Yes","Yes","2023"
"Blood Tribe","","Ohio","","Neo-Nazi","","Yes","2023"
"Patriotic Socialist Front","","Ohio","","Neo-Nazi","","Yes","2023"
"The Daily Stormer","Worthington","Ohio","","Neo-Nazi","","","2023"
"Aryan Freedom Network","","Oklahoma","","Neo-Nazi","Yes","Yes","2023"
"National Alliance","","Pennsylvania","National Alliance","Neo-Nazi","Yes","Yes","2023"
"National Socialist Movement","","Pennsylvania","National Socialist Movement","Neo-Nazi","","Yes","2023"
"S14/National Socialist Youth Detachment","","Pennsylvania","","Neo-Nazi","","Yes","2023"
"Nationalist Social Club (NSC-131)","","Rhode Island","Nationalist Social Club (NSC-131)","Neo-Nazi","","Yes","2023"
"PzG Inc.","Rapid City","South Dakota","","Neo-Nazi","","","2023"
"Lewis Country Store","Nashville","Tennessee","","Neo-Nazi","","","2023"
"National Alliance","Mountain City","Tennessee","National Alliance","Neo-Nazi","Yes","","2023"
"Vinland Rebels","","Tennessee","","Neo-Nazi","","Yes","2023"
"14 First","","Texas","","Neo-Nazi","","Yes","2023"
"American National Socialist Party","","Texas","","Neo-Nazi","Yes","Yes","2023"
"Aryan Freedom Network","","Texas","","Neo-Nazi","","Yes","2023"
"Order of the Black Sun","","Texas","","Neo-Nazi","","Yes","2023"
"Vinland Rebels","","Washington","","Neo-Nazi","","Yes","2023"
"Church of Ben Klassen","","West Virginia","","Neo-Nazi","","Yes","2023"
"Blood Tribe","","Wisconsin","","Neo-Nazi","","Yes","2023"
"New Order","Milwaukee","Wisconsin","","Neo-Nazi","","","2023"
"Alabama","","Alabama","","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Alaska","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Arizona","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"The Order of the Black Sun","","Arizona","","Neo-Völkisch","","","2023"
"Arkansas","","Arkansas","","Neo-Völkisch","Yes","Yes","2023"
"Asatru Folk Assembly","","California","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Wolves of Vinland","Los Angeles","California","","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","","Colorado","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Florida","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Georgia","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Idaho","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Illinois","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Indiana","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Hearth & Helm LLC","Nashville","Indiana","","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","","Kansas","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Kentucky","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Maine","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Minnesota","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Missouri","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Nebraska","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Nevada","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","New Hampshire","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly - New York","","New York","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Easter Tidings/Carolyn Emerick","Rochester","New York","","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","","North Carolina","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","North Dakota","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Dakota Prairie Asatru","Hettinger","North Dakota","","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","Northern","Ohio","Asatru Folk Assembly","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","Southern","Ohio","Asatru Folk Assembly","Neo-Völkisch","","","2023"
"Asatru Folk Assembly","","Oklahoma","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Oregon","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Pennsylvania","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","South Carolina","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Wolves of Vinland","","South Carolina","","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly - South Dakota","","South Dakota","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Tennessee","Asatru Folk Assembly","Neo-Völkisch","Yes","Yes","2023"
"Asatru Folk Assembly","","Texas","Asatru Folk Assembly","Neo-Völkisch","Yes","Yes","2023"
"Asatru Folk Assembly","","Virginia","Asatru Folk Assembly","Neo-Völkisch","Yes","Yes","2023"
"Wolves of Vinland","Lynchburg","Virginia","","Neo-Völkisch","Yes","","2023"
"Asatru Folk Assembly","","Washington","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","West Virginia","Asatru Folk Assembly","Neo-Völkisch","","Yes","2023"
"Asatru Folk Assembly","","Wisconsin","Asatru Folk Assembly","Neo-Völkisch","Yes","Yes","2023"
"Women for Aryan Unity","","Wisconsin","","Neo-Völkisch","Yes","Yes","2023"
"Vinland Clothing","","California","","Racist Skinhead ","","Yes","2023"
"Western Hammerskins","","California","","Racist Skinhead ","","Yes","2023"
"Firm 22","","Florida","","Racist Skinhead ","","Yes","2023"
"United Skinhead Nation","","Florida","","Racist Skinhead ","","Yes","2023"
"Vinlanders Social Club","","Florida","Vinlanders Social Club","Racist Skinhead ","","Yes","2023"
"American Defense Skinheads","","Illinois","","Racist Skinhead ","","Yes","2023"
"AC Skins","Atlantic City","New Jersey","","Racist Skinhead ","","","2023"
"American Defense Skinheads","","Pennsylvania","","Racist Skinhead ","","Yes","2023"
"Keystone United","","Pennsylvania","Keystone United","Racist Skinhead ","Yes","Yes","2023"
"AC Skins","","Tennessee","","Racist Skinhead ","","Yes","2023"
"American Front","","Washington","","Racist Skinhead ","Yes","Yes","2023"
"Northwest Hammerskins","Seattle","Washington","","Racist Skinhead ","","","2023"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism ","Yes","","2023"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","Yes","","2023"
"In the Spirit of Chartres Committee","Glenelg","Maryland","","Radical Traditional Catholicism ","Yes","","2023"
"The Remnant/The Remnant Press","Forest Lake","Minnesota","","Radical Traditional Catholicism ","Yes","","2023"
"Slaves of the Immaculate Heart of Mary","Town of Richmond","New Hampshire","","Radical Traditional Catholicism ","Yes","","2023"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism ","Yes","","2023"
"The Fatima Crusader/International Fatima Rosary Crusade","Buffalo","New York","","Radical Traditional Catholicism ","Yes","","2023"
"Christ or Chaos","Corsicana","Texas","","Radical Traditional Catholicism ","Yes","","2023"
"Freedom Yell","Ozark","Alabama","","Sovereign Citizens Movement","Yes","","2023"
"Republic for the united States of America","Dothan","Alabama","","Sovereign Citizens Movement","","","2023"
"United States of America Republic Government","","Alabama","","Sovereign Citizens Movement","Yes","Yes","2023"
"National Assembly","Fairbanks","Alaska","","Sovereign Citizens Movement","Yes","","2023"
"The American States Assembly","","Arizona","","Sovereign Citizens Movement","","Yes","2023"
"ASN Study Guide & University (American State Nationals)","San Diego","California","","Sovereign Citizens Movement","","","2023"
"HISAdvocates.org","Costa Mesa","California","","Sovereign Citizens Movement","","","2023"
"National Assembly","Riverside","California","","Sovereign Citizens Movement","","","2023"
"National Liberty Alliance","Solano County","California","National Liberty Alliance","Sovereign Citizens Movement","","","2023"
"Nevada County Assembly   ","","California","","Sovereign Citizens Movement","","","2023"
"Republic for the united States of America - De Jure California Republic","Fullerton","California","","Sovereign Citizens Movement","Yes","","2023"
"Sovereignty Education and Defense Ministry","San Diego","California","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","California","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","Nevada County","California","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Los Angeles","California","","Sovereign Citizens Movement","","","2023"
"The California Assembly","Orange County","California","","Sovereign Citizens Movement","","","2023"
"The California Assembly","Monterey","California","","Sovereign Citizens Movement","Yes","","2023"
"The California Assembly","Riverside","California","","Sovereign Citizens Movement","","","2023"
"The California Assembly","San Francisco","California","","Sovereign Citizens Movement","Yes","","2023"
"The Foundation","Walnut","California","","Sovereign Citizens Movement","Yes","","2023"
"Colorado State Assembly","","Colorado","","Sovereign Citizens Movement","","Yes","2023"
"Team Law","Grand Junction","Colorado","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","Colorado","","Sovereign Citizens Movement","","Yes","2023"
"The Jefferson County Assembly","Jefferson County","Colorado","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Hamden","Connecticut","","Sovereign Citizens Movement","","","2023"
"National Assembly","","Florida","","Sovereign Citizens Movement","","Yes","2023"
"Reign of the Heavens Society","","Florida","","Sovereign Citizens Movement","","Yes","2023"
"Statewide Common Law Grand Jury","Arcadia","Florida","","Sovereign Citizens Movement","Yes","","2023"
"The American States Assembly","Pasco County","Florida","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Atlantic Beach","Florida","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Clearwater","Florida","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Sarasota","Florida","","Sovereign Citizens Movement","","","2023"
"National Assembly","","Georgia","","Sovereign Citizens Movement","","Yes","2023"
"Sovereign Filing Solutions","Morrow","Georgia","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Lithonia","Georgia","","Sovereign Citizens Movement","","","2023"
"The Moorish Science Temple of America 1928","Lithonia","Georgia","Moorish Sovereign Citizens","Sovereign Citizens Movement","Yes","","2023"
"Hawaii General Jural Assembly","","Hawaii","","Sovereign Citizens Movement","","Yes","2023"
"National Assembly","Maui County","Hawaii","","Sovereign Citizens Movement","Yes","","2023"
"National Assembly","Honolulu","Hawaii","","Sovereign Citizens Movement","Yes","","2023"
"Natural Law Hawaii","","Hawaii","","Sovereign Citizens Movement","Yes","Yes","2023"
"Occupied Forces Hawaii Army","","Hawaii","","Sovereign Citizens Movement","Yes","Yes","2023"
"National Assembly","","Idaho","","Sovereign Citizens Movement","Yes","Yes","2023"
"ASN Study Guide & University (American State Nationals)","","Illinois","","Sovereign Citizens Movement","","Yes","2023"
"People's Bureau of Investigation","Oswego","Illinois","","Sovereign Citizens Movement","","","2023"
"United States of America Republic Government","Chicago","Illinois","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Patoka","Indiana","","Sovereign Citizens Movement","","","2023"
"United States of America Republic Government","Merrillville","Indiana","","Sovereign Citizens Movement","Yes","","2023"
"We the People for Constitutional Sheriffs","","Iowa","","Sovereign Citizens Movement","Yes","Yes","2023"
"National Assembly","","Kentucky","","Sovereign Citizens Movement","Yes","Yes","2023"
"The American States Assembly","City of Stanford","Kentucky","","Sovereign Citizens Movement","Yes","","2023"
"Empire Washitaw de Dugdahmoundyah","Richwood","Louisiana","","Sovereign Citizens Movement","Yes","","2023"
"The American States Assembly","","Louisiana","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Maine","","Sovereign Citizens Movement","","Yes","2023"
"March of Exodus","Elkton","Maryland","","Sovereign Citizens Movement","","","2023"
"National Assembly","","Michigan","","Sovereign Citizens Movement","","Yes","2023"
"ASN Study Guide & University (American State Nationals)","","Minnesota","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","Clearwater","Minnesota","","Sovereign Citizens Movement","","","2023"
"United States of America Republic Government","","Minnesota","","Sovereign Citizens Movement","","Yes","2023"
"National Assembly","","Missouri","","Sovereign Citizens Movement","","Yes","2023"
"National Assembly","Perry County","Missouri","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","De Kalb","Missouri","","Sovereign Citizens Movement","","","2023"
"National Assembly","","Montana","","Sovereign Citizens Movement","","Yes","2023"
"Freedom From Government","Gabbs","Nevada","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","Las Vegas","Nevada","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","New Hampshire","","Sovereign Citizens Movement","","Yes","2023"
"Al Moroccan Empire at New Jersey state republic","","New Jersey","","Sovereign Citizens Movement","","Yes","2023"
"R.V. Bey Publications","Pleasantville","New Jersey","","Sovereign Citizens Movement","","","2023"
"National Liberty Alliance","Hyde Park","New York","National Liberty Alliance","Sovereign Citizens Movement","","","2023"
"The American States Assembly","New York","New York","","Sovereign Citizens Movement","","","2023"
"America's Remedy","Charlotte","North Carolina","","Sovereign Citizens Movement","","","2023"
"National Assembly","","North Carolina","","Sovereign Citizens Movement","","Yes","2023"
"National Assembly","Cherokee County","North Carolina","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","North Carolina","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Ohio","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Oklahoma","","Sovereign Citizens Movement","","Yes","2023"
"ASN Study Guide & University (American State Nationals)","","Oregon","","Sovereign Citizens Movement","","Yes","2023"
"Embassy of Heaven","Stayton","Oregon","","Sovereign Citizens Movement","","","2023"
"The American States Assembly","","Oregon","","Sovereign Citizens Movement","","Yes","2023"
"American Common Law Academy","Pittsburgh","Pennsylvania","","Sovereign Citizens Movement","","","2023"
"ASN Study Guide & University (American State Nationals)","","Pennsylvania","","Sovereign Citizens Movement","","Yes","2023"
"The American States Assembly","","Pennsylvania","","Sovereign Citizens Movement","","Yes","2023"
"Rise of the Moors","Pawtucket","Rhode Island","","Sovereign Citizens Movement","","","2023"
"Reign of the Heavens Society","Greenville","South Carolina","","Sovereign Citizens Movement","","","2023"
